fbe23cee779c6cc4a7bf66ce957598d56de562c03fbd06890c7b73a1c89a2916_adv,0.5,1
d726385afcd60e400a0b19e3e66ef820c9e07eb7e9d877163a96b83b943d86a0_adv,0.0833333358168602,1
f9aa970fabcf5d1a77bf699f065b2abf83816907f7dd03b562d2c60c883c2396_adv,0.75,1
2544b57d84b55d081e8f74a81fc47b6ea5901bf7cde57f45915f5ad99ffeb285_adv,0.75,1
55ad2df8ed69ed1bb3f99fef34d16ffe2623f8f0b332c17278d4e216a85d6c98_adv,0.1666666716337204,1
182323b6b2123e22f6875b8be6b7ded9725b968e54b6a87cefa1cd1676c9f0a1_adv,1.0,1
16e0b062a7acf9d4ababed81fe37dc336c1ad5fe24e0b6d22594e6bbf27e4324_adv,0.1666666716337204,1
aa25cab61a789adc9db0b41dacff6cb1da38d0428720c8c6554480f22879e9dd_adv,0.25,1
60cb2c74ce37bf41cecf003d79201ed308bfe7981beb2adb293b883a79fb0fe5_adv,0.25,1
fd36f8c285d9b5526933f36abaf2cdee25eb6666bf99932b7f6f22c9f8c93cc3_adv,0.5,1
25d788ea2c38a35afb6a8ffd6a7d8c45a095ee1209e2992930fb00a4deb56701_adv,0.1666666716337204,1
467b078c1d5ccbf2bf2c44ff13329049d8cfcc2bf74db103804a7e4ce7671aed_adv,0.0833333358168602,1
050c10d0d2c188cfb63e1ac11f53bafd56f4def73802858ac1d4e5ab580a24fa_adv,0.4166666567325592,1
1a88a783b641d5922ac793ee5a251b7b8ea4dee001b9f2d90301e83c5e2545fd_adv,0.1666666716337204,1
464fec1471b14270ec0db1dfebc88ceee3626a065503aa99465256d8a0d8c034_adv,0.1666666716337204,1
15b196e90b607ea68d9f0aadd44d1a885cf04777b5388b004549a86ed4819377_adv,0.0833333358168602,1
2913ad82660fadae2a8873daa6c22cfce628967f846e306545fc57f860e75b38_adv,0.0833333358168602,1
98e47af11fa4ffc7ece43b33bd5525b96d7e565d23ecb66e78b82a803fbaa36a_adv,0.0833333358168602,1
7ce9adc144650e27608b7b745956db51814f954ea98502314e87ee62c0ff03a2_adv,0.25,1
b692aa11533c48c4b73ae97b3f8e4bfcf6e9168c7c4d0e3498684f80cf4645f4_adv,0.1666666716337204,1
0a1af5d752fd10158790c99dc5a4730e252a9ab8bc0a2e4a51963a79a27b731a_adv,0.25,1
8814453d55f11523cf400d74e68c8e6a4ab7bbf6dfe266d5abc95b0ae7740678_adv,0.5833333134651184,1
ca80ad5cd84061e7fc5763df3c2b09dcc21ddb200435dd9b36edb77e6c718a0d_adv,0.5833333134651184,1
2d7fa785dfafa7fd2f1205e55eb9f32312045ddb5555a7d993691596f9277f86_adv,0.25,1
702658145d3c0e03ccf47718fa1f50da95627831061898421b9a88c8a08c2bcf_adv,0.25,1
c45fee74e519604f29f65f19c0e84bf346d3f2811373da25bda088e79a607ecb_adv,0.75,1
6fb6a087d78a5b3667a4ac293ecf59d39448af653ef99d1659ce1eef17bf3adc_adv,0.1666666716337204,1
b482bcc22d265d02f60bf0ed0fc361fe79128b5c6386c4a0ea060727af6b8690_adv,0.0,1
a8fc8548fb54ea6a183b74da95447911c9bbc43fca370d6df8e0f5d2fc568641_adv,0.4166666567325592,1
13635868077fed793dbebab6032ad1573e5d3231a929986293de7a2527569d69_adv,0.4166666567325592,1
7bc608be56f102cab6098d5805f04c02834e787dc111a2dfdd64b2c35cbc215b_adv,0.25,1
